Hotel Name,Location,Price,Rating,Discount Percentage,City
Treebo Silent Woods,Bangalore,"₹ 1,425",2.5,69% off,Bangalore
S S Hotels,"Bannerghatta, Bangalore","₹ 1,783",2.5,41% off,Bangalore
Z Express Anoop,"Koramangala, Bangalore",₹ 945,2.5,16% off,Bangalore
Z Express Highstreet,"Begur, Bangalore",₹ 784,2.5,41% off,Bangalore
SHR Comfort,Bangalore,"₹ 1,491",2.5,38% off,Bangalore
"Treebo Liyan Orchid, Hsr Layout","Hsr Layout, Bangalore","₹ 3,846",2.5,65% off,Bangalore
Urban Suites,"Halasuru, Bangalore","₹ 2,149",2.5,28% off,Bangalore
Premier Suites Business Hotel,"Beml Layout, Bangalore","₹ 8,155",2.5,14% off,Bangalore
Z Express Belair B,"Varthur Main Road, Bangalore","₹ 27,898",2.5,44% off,Bangalore
Vaishnavi Suites,"Yelahanka, Bangalore","₹ 1,923",2.5,23% off,Bangalore
Royal Vista Hotel,"Rajarajeshwari Nagar, Bangalore","₹ 1,705",2.5,13% off,Bangalore
Hotel AM Garden,"Gandhi Nagar, Bangalore","₹ 1,445",2.5,29% off,Bangalore
Felix Inn Boutique Hotel - Manyata Tech Park,"Thanisandra, Bangalore","₹ 1,718",2.5,43% off,Bangalore
ELLO HOTELS,"Koramangala, Bangalore","₹ 3,320",2.5,13% off,Bangalore
The Haventra,Bangalore,"₹ 2,621",2.5,13% off,Bangalore
Hotel Kingdom Suites,"Hbr Layout, Bangalore","₹ 2,063",2.5,25% off,Bangalore
Kings Club,Bangalore,"₹ 2,606",2.5,19% off,Bangalore
AR Suites,Bangalore,"₹ 1,473",2.5,32% off,Bangalore
"S by Z Hotels, HSR",Bangalore,"₹ 44,000",2.5,12% off,Bangalore
Hotel Santhi Comfort Near Manyata Tech Park,"Thanisandra, Bangalore","₹ 2,360",2.5,13% off,Bangalore
Treebo Brixton Luxe,"Hsr Layout, Bangalore","₹ 1,692",2.5,65% off,Bangalore
Loop Hostels - Silkboard,Bangalore,"₹ 44,000",2.5,12% off,Bangalore
080 Transit Hotel T2,"Bengaluru International Airport Road, Bangalore","₹ 7,726",2.5,14% off,Bangalore
RD Hotels Bellandur,"Sarjapur Road, Bangalore","₹ 4,807",2.5,13% off,Bangalore
Le Royal Meridien Chennai,"St Thomas Mount, Chennai","₹ 17,500",2.5,24% off,Chennai
Hotel Venture Park Thoraipakkam,"Thoraipakkam, Chennai","₹ 2,440",2.5,41% off,Chennai
Grand Cascade,"Periamet, Chennai","₹ 2,094",2.5,28% off,Chennai
Hablis - A Business Hotel,"Guindy, Chennai","₹ 11,500",4.2,26% off,Chennai
Mango Hill Central,"T. Nagar, Chennai","₹ 5,367",4.0,29% off,Chennai
New Woodlands Hotel,"Mylapore, Chennai","₹ 2,178",4.2,21% off,Chennai
V7 Hotel,"Porur, Chennai","₹ 2,337",2.5,42% off,Chennai
Hotel Southern Comfort,"Meenambakkam, Chennai","₹ 3,117",2.5,31% off,Chennai
Ambica Empire,"Vadapalani, Chennai","₹ 5,433",4.1,23% off,Chennai
Hotel Grey Suit,"R A Puram, Chennai","₹ 4,074",2.5,26% off,Chennai
UPAR Hotels Nungambakkam,"Nungambakkam, Chennai","₹ 3,066",2.5,28% off,Chennai
The Park Chennai,"Anna Salai, Chennai","₹ 11,809",4.2,26% off,Chennai
The Residency Towers,"T. Nagar, Chennai","₹ 23,229",4.4,20% off,Chennai
Hotel Abu Palace,"Kilpauk, Chennai","₹ 3,135",2.5,50% off,Chennai
SRM Hotel,"Maraimalai Nagar, Chennai","₹ 6,064",4.0,16% off,Chennai
Blu Iris,"Aminjikarai, Chennai","₹ 25,850",4.1,43% off,Chennai
ST Parklane Airport Hotel,"Pallavaram, Chennai","₹ 2,174",2.5,36% off,Chennai
Hotel NK Grand Park,"Pallavaram, Chennai","₹ 3,799",2.5,21% off,Chennai
Grand Chennai By GRT Hotel,"T. Nagar, Chennai","₹ 15,999",4.5,20% off,Chennai
Greenpark Chennai,"Vadapalani, Chennai","₹ 11,333",4.5,16% off,Chennai
Days Hotel Chennai OMR,"Omr Road, Chennai","₹ 3,295",4.1,19% off,Chennai
V FIVE HOTEL,"Maraimalai Nagar, Chennai","₹ 6,500",2.5,19% off,Chennai
Raaj Bhaavan Clarks Inn,"Thoraipakkam, Chennai","₹ 3,674",4.1,29% off,Chennai
Ginger Chennai Vadapalani,"Vadapalani, Chennai","₹ 4,294",4.1,14% off,Chennai
Fortel,"Egmore, Chennai","₹ 4,388",2.5,30% off,Chennai
The K11 Hotel,"T. Nagar, Chennai","₹ 2,169",4.6,23% off,Chennai
Liza Regency,"Periamet, Chennai","₹ 1,840",4.2,33% off,Chennai
Hotel Bakya Slot - Maraimalai Nagar,"Chengalpattu, Chennai","₹ 2,004",4.0,37% off,Chennai
Sea La Vie Covelong Beach Resort,"East Coast Road, Chennai","₹ 3,008",4.0,75% off,Chennai
The Mount Manor,"Alandur, Chennai","₹ 3,186",2.5,21% off,Chennai
Mermaid Resort,"Omr Road, Chennai","₹ 2,556",4.1,49% off,Chennai
Marina Inn,"Egmore, Chennai","₹ 1,895",2.5,58% off,Chennai
Convastay Prestige,"Thousand Lights, Chennai","₹ 2,820",4.7,15% off,Chennai
Hotel AKMG Towers,"Edapalaiyam, Chennai","₹ 1,217",4.4,28% off,Chennai
Sekaran Hotel OMR Perungudi,"Perungudi, Chennai","₹ 2,003",2.5,23% off,Chennai
Hotel Pandian,"Egmore, Chennai","₹ 1,041",4.0,26% off,Chennai
Staylite Suites,"Thiruvanmiyur, Chennai","₹ 3,039",4.7,16% off,Chennai
Maple Tree Hotels,"Vadapalani, Chennai","₹ 3,853",4.1,23% off,Chennai
Pine Tree Signature,"Guindy, Chennai","₹ 2,589",2.5,38% off,Chennai
Downtown Business Hotel,"Chengalpattu, Chennai","₹ 4,356",4.6,31% off,Chennai
Zaith Residency(Near Us Consulate),"Thousand Lights, Chennai","₹ 1,960",2.5,53% off,Chennai
Apple Residency,"Mount Road, Chennai","₹ 1,648",2.5,22% off,Chennai
Pine Tree Boutique Hotel,"Greames Road, Chennai","₹ 1,832",2.5,30% off,Chennai
Hotel Zain Grande,"New Central Railway Station, Chennai","₹ 1,785",2.5,49% off,Chennai
UPAR Hotels Uthandi ECR,"Uthandi, Chennai","₹ 1,625",2.5,29% off,Chennai
Orion Residency,"Periamet, Chennai","₹ 1,631",2.5,32% off,Chennai
League Hotels and Banquets,"Arumbakkam, Chennai","₹ 2,223",2.5,38% off,Chennai
Brown Star Boutique Hotel,"Kodambakkam, Chennai","₹ 2,647",2.5,20% off,Chennai
Royal Residency,"Jafferkhanpet, Chennai","₹ 1,275",4.0,20% off,Chennai
M Stays,"Vanagaram, Chennai","₹ 3,091",4.6,20% off,Chennai
Hotel Orange Inn,"Manapakkam, Chennai","₹ 1,176",2.5,49% off,Chennai
Value Hotel,"Pallavaram, Chennai","₹ 1,060",4.2,21% off,Chennai
Simsan Hotel,"Poonamallee High Road, Chennai","₹ 1,812",4.0,62% off,Chennai
Olive Residency,"Thousand Lights, Chennai","₹ 1,126",2.5,34% off,Chennai
UPAR Hotels Thoraipakkam,"Thoraipakkam, Chennai","₹ 2,313",4.3,23% off,Chennai
Le Grace Annasalai,"Mount Road, Chennai","₹ 2,213",4.7,45% off,Chennai
Kiruba Castle,"Pallikaranai, Chennai","₹ 1,027",2.5,32% off,Chennai
Taj Club House (A Taj Hotel),"Club House Road, Chennai","₹ 29,872",2.5,32% off,Chennai
Radisson Blu Hotel Chennai City Centre,"Egmore, Chennai","₹ 16,999",2.5,32% off,Chennai
The Kings Park Grand,"Nungambakkam, Chennai","₹ 6,699",2.5,32% off,Chennai
D and A Boutique Hotel,"Perungudi, Chennai","₹ 1,820",2.5,38% off,Chennai
ILARA Hotels & Spa,"Omr Road, Chennai","₹ 3,927",4.6,43% off,Chennai
Hotel Pearl International,"Park Town, Chennai","₹ 1,906",4.2,29% off,Chennai
Hotel Grand Parkway,"Tambaram, Chennai","₹ 1,574",2.5,28% off,Chennai
Super Townhouse Oak Alandur Near Chennai Airport,"Near Airport, Chennai","₹ 2,555",4.1,14% off,Chennai
Taj Coromandel,"Nungambakkam, Chennai","₹ 26,095",2.5,14% off,Chennai
Avenue Hotel,"Airport Zone, Chennai","₹ 2,277",4.1,20% off,Chennai
Grand Padappai Residency,"Padapai, Chennai","₹ 2,758",2.5,16% off,Chennai
Townhouse INN24 Airport,"Airport Road, Chennai","₹ 1,684",2.5,16% off,Chennai
44 Oasis Chennai,"T. Nagar, Chennai","₹ 3,951",4.2,33% off,Chennai
Grand Residence,"Porur, Chennai","₹ 2,585",2.5,58% off,Chennai
Hotel M Grand,"T. Nagar, Chennai","₹ 3,540",4.2,33% off,Chennai
MGM Beach Resort,"East Coast Road, Chennai","₹ 8,478",4.1,15% off,Chennai
The K11 Express,"Royapettah, Chennai","₹ 2,233",2.5,20% off,Chennai
Radisson Blu GRT Hotel,"St Thomas Mount, Chennai","₹ 21,000",2.5,20% off,Chennai
Layalee Grande Hotel,"Guindy, Chennai","₹ 2,663",4.1,50% off,Chennai
Century Park,"Kuthambakkam, Chennai","₹ 2,485",4.1,21% off,Chennai
"Welcomhotel by ITC Hotels, GST Road, Chennai","Maraimalai Nagar, Chennai","₹ 8,100",2.5,21% off,Chennai
Citadines OMR Chennai,"Sholinganallur, Chennai","₹ 21,006",2.5,21% off,Chennai
Hotel Citilet Opp AVM Studio,"Vadapalani, Chennai","₹ 2,063",4.2,17% off,Chennai
Radha Regent - A Sarovar Hotel,"Arumbakkam, Chennai","₹ 6,118",4.2,13% off,Chennai
Emirates Residency,"Koyambedu, Chennai","₹ 3,437",4.1,18% off,Chennai
Hotel Royal Park,"Mount Road, Chennai","₹ 1,682",2.5,15% off,Chennai
Crescent Park (US Consulate),"Nungambakkam, Chennai","₹ 2,559",4.1,27% off,Chennai
The Kings Park Residency,"Triplicane, Chennai","₹ 3,301",4.1,17% off,Chennai
"Lemon Tree Hotel, Chennai","Guindy, Chennai","₹ 15,475",2.5,10% off,Chennai
Urvashi Residency,"T. Nagar, Chennai","₹ 4,026",2.5,37% off,Chennai
Klase Hotels,"Guindy, Chennai","₹ 3,490",2.5,17% off,Chennai
Super Townhouse Arcot Road Near Kauvery hospital,"Vadapalani Chennai, Chennai","₹ 1,898",2.5,16% off,Chennai
Townhouse Chennai Near Airport Formerly Sai Bala Budget,"Pammal, Chennai","₹ 1,584",2.5,13% off,Chennai
Kolam Serviced Apartments - Adyar,"Adyar, Chennai","₹ 4,228",4.5,30% off,Chennai
The Leela Palace Chennai,"Raja Annamalai Puram, Chennai","₹ 33,500",2.5,30% off,Chennai
Saaral Residency,"Mogappair, Chennai","₹ 2,679",2.5,23% off,Chennai
Royal Grand,"Tambaram, Chennai","₹ 2,955",4.3,32% off,Chennai
Taj Connemara,"Binny Road, Chennai","₹ 15,139",2.5,32% off,Chennai
"Welcomhotel by ITC Hotels, Cathedral Road, Chennai","Gopalapuram, Chennai","₹ 17,100",2.5,32% off,Chennai
Highnest Hotel,"Maraimalai Nagar, Chennai","₹ 3,087",2.5,21% off,Chennai
Arunaachalaa Residency,"Triplicane, Chennai","₹ 2,521",2.5,34% off,Chennai
A & M Rooms and Residences,"Mogappair, Chennai","₹ 2,968",4.8,20% off,Chennai
Hotel Royal Chola,"Oragadam, Chennai","₹ 3,773",4.2,33% off,Chennai
Chennai Stays Apartments,"T. Nagar, Chennai","₹ 1,770",2.5,23% off,Chennai
Krishna Inn,"T. Nagar, Chennai","₹ 3,234",2.5,13% off,Chennai
Super Townhouse Pallikarani Near Balaji Dental College,Chennai,"₹ 1,515",2.5,16% off,Chennai
Super Collection O OMR Perungudi,Chennai,"₹ 1,591",2.5,16% off,Chennai
Super Hotel O Sholinganallur Near Anjaneya Temple,Chennai,"₹ 1,589",2.5,15% off,Chennai
Super Hotel O ECR Chennai Kanathur,Chennai,"₹ 1,363",2.5,13% off,Chennai
Super Collection O Thousand Lights Chennai,Chennai,"₹ 1,791",2.5,16% off,Chennai
Feathers - A Radha Hotel,"Ramapuram, Chennai","₹ 23,850",4.4,10% off,Chennai
Lemon Tree Hotel Shimona,"Sardar Patel Road, Chennai","₹ 10,050",4.1,10% off,Chennai
"Keys Prima by Lemon Tree Hotels, Katti-Ma, Chennai","Thiruvanmiyur, Chennai","₹ 10,508",2.5,10% off,Chennai
Shastik Residency,"Oragadam, Chennai","₹ 3,480",2.5,13% off,Chennai
Jai Palace,"Tambaram, Chennai","₹ 1,536",2.5,13% off,Chennai
Eben Service Apartmenent,"Sholinganallur, Chennai","₹ 1,416",4.1,21% off,Chennai
GT Residency - T Nagar,"T. Nagar, Chennai","₹ 1,444",4.1,20% off,Chennai
FabExpress Nestlay Rooms,"Mogappair, Chennai","₹ 6,436",2.5,14% off,Chennai
FabExpress B Zone,Chennai,"₹ 4,474",2.5,13% off,Chennai
FabExpress P.A.S Residency,"Mylapore, Chennai","₹ 2,804",2.5,13% off,Chennai
FabHotel Nestlay Rooms Airport,Chennai,"₹ 5,825",2.5,13% off,Chennai
Hotel O Purasaiwalkam,"Purasaiwakkam, Chennai","₹ 1,394",2.5,16% off,Chennai
Aishwaryam Deshna service Apartment,"Ambattur, Chennai",₹ 869,2.5,31% off,Chennai
Apartel By Aarin Oragadam,"Oragadam, Chennai","₹ 5,778",4.4,42% off,Chennai
FabExpress Town Space Apartment,Chennai,"₹ 3,516",2.5,13% off,Chennai
FabExpress Lloyds Inn,Chennai,"₹ 4,262",2.5,13% off,Chennai
FabHotel Home Tree Service Apartment,Chennai,"₹ 4,939",2.5,13% off,Chennai
FabHotel Earth,Chennai,"₹ 4,000",2.5,13% off,Chennai
FabExpress Sai Enclave,Chennai,"₹ 3,590",2.5,13% off,Chennai
FabExpress Lloyds Inn I,Chennai,"₹ 4,389",2.5,13% off,Chennai
FabHotel Prime Mahalaya Residency,Chennai,"₹ 7,328",2.5,14% off,Chennai
Townhouse Oak Kodambakkam Formerly Cine City,"Central Railway Station, Chennai","₹ 2,841",2.5,18% off,Chennai
Super Townhouse T Nagar Chennai,Chennai,"₹ 2,605",2.5,19% off,Chennai
Palette by CheckIn Alandur Chennai Airport,Chennai,"₹ 2,286",2.5,16% off,Chennai
Super Hotel O Valasaravakkam Near Chandra Metro Mall,Chennai,"₹ 1,217",2.5,15% off,Chennai
Super Hotel O ECR Stays Near Nemmeli Beach Formerly GVS Homes,Chennai,"₹ 1,303",2.5,19% off,Chennai
Super Hotel O Sriperambadhur Formerly Radha Residency,Chennai,"₹ 1,334",2.5,17% off,Chennai
Super Hotel O Velachery Near Devi Karumariamman Nagar Extension,Chennai,"₹ 1,262",2.5,15% off,Chennai
Super Hotel O Janappanchatram,Chennai,₹ 961,2.5,18% off,Chennai
Super Collection O Ambattur Near Patravakam Railway Station,Chennai,"₹ 1,455",2.5,14% off,Chennai
Super Hotel O Triplicane Formerly Park Royal,Chennai,"₹ 1,314",2.5,16% off,Chennai
Super Hotel O Thoraipakkam Chennai,Chennai,"₹ 1,609",2.5,18% off,Chennai
Super Collection O Kelambakkam Near Chettinad Hospital,Chennai,"₹ 1,148",2.5,19% off,Chennai
Super Hotel O Nemeli Road Sriram Nagar,Chennai,"₹ 1,189",2.5,16% off,Chennai
Super Hotel O Porur Formerly Jeya's Elite,Chennai,"₹ 1,366",2.5,14% off,Chennai
Super Collection O Kundrathur Near Murugan Temple,Chennai,"₹ 1,416",2.5,15% off,Chennai
Super Hotel O Villivakkam Railway Station Formerly BV Stayz,Chennai,"₹ 1,439",2.5,16% off,Chennai
Rockfort stay inn,"Oragadam, Chennai","₹ 2,174",2.5,24% off,Chennai
Super Collection O Guduvancheri Railway Station,Chennai,"₹ 1,670",2.5,13% off,Chennai
The Kanchi Residency,"Anna Nagar, Chennai","₹ 3,602",2.5,15% off,Chennai
ibis Chennai City Centre - An AccorHotels Brand,"Mount Road, Chennai","₹ 8,499",2.5,15% off,Chennai
Courtyard by Marriott Chennai,"Anna Salai, Chennai","₹ 17,000",2.5,15% off,Chennai
Hyatt Regency (US Consulate),"Teynampet, Chennai","₹ 26,000",2.5,15% off,Chennai
The Westin Chennai Velachery,"Velachery, Chennai","₹ 18,000",2.5,15% off,Chennai
Novotel Chennai Chamiers Road,"City Centre, Chennai","₹ 16,749",2.5,15% off,Chennai
Hilton Chennai,"Guindy, Chennai","₹ 25,950",2.5,15% off,Chennai
Fairfield by Marriott Chennai Mahindra World City,"Mahindra World City, Chennai","₹ 8,518",2.5,15% off,Chennai
Sheraton Grand Chennai Resort & Spa,"Semmenchery / Old Mahabalipuram Road, Chennai","₹ 16,000",2.5,15% off,Chennai
Angson Serviced Apartments,"Greames Road, Chennai","₹ 2,635",2.5,12% off,Chennai
The Mars Chennai,"Pallavaram, Chennai","₹ 1,964",2.5,16% off,Chennai
Royal Palace Marina,"Triplicane, Chennai","₹ 1,130",2.5,29% off,Chennai
Esthell Hotel,"Padmanabha Nagar, Chennai","₹ 4,875",2.5,35% off,Chennai
Hotel Maurya International,"Vadapalani, Chennai","₹ 2,968",2.5,20% off,Chennai
Pullman Chennai Anna Salai,"Anna Salai, Chennai","₹ 17,700",2.5,20% off,Chennai
Nayagara Hotel,"Kodambakkam, Chennai","₹ 2,247",2.5,23% off,Chennai
Hotel Southern Residency -Near to SIPCOT,"Kelambakkam, Chennai","₹ 1,735",4.2,47% off,Chennai
Dhans,"Velacheri, Chennai","₹ 3,613",4.5,32% off,Chennai
Zingle Stay Airport,"Airport Zone, Chennai","₹ 2,085",4.0,33% off,Chennai
Peace Inn,"Chepauk, Chennai","₹ 1,294",2.5,24% off,Chennai
The Mount Regency,"Mount Road, Chennai","₹ 1,005",2.5,23% off,Chennai
Green Meadows Resort (ECR),"Ecr Road, Chennai","₹ 4,693",4.1,28% off,Chennai
Santhi Bhavan,"Park Town, Chennai","₹ 1,475",2.5,37% off,Chennai
Hotel SRM Grands,"Anna Nagar, Chennai","₹ 2,564",2.5,18% off,Chennai
The Mount City Near US Consulate,"Anna Salai, Chennai","₹ 2,356",2.5,33% off,Chennai
Goldmine Hotels,"Koyambedu, Chennai","₹ 2,044",2.5,24% off,Chennai
Paradise Guest House,"Triplicane, Chennai",₹ 524,2.5,13% off,Chennai
Broad Lands,"Triplicane, Chennai",₹ 636,4.0,21% off,Chennai
Hotel GMT Centre,"Park Town, Chennai","₹ 1,141",2.5,21% off,Chennai
Holiday Inn Chennai OMR IT Expressway,"Thiruvanmiyur, Chennai","₹ 17,499",2.5,21% off,Chennai
Kuber Inn Elite,"T. Nagar, Chennai","₹ 1,865",2.5,22% off,Chennai
Kuber Inn Loop Street,"T. Nagar, Chennai","₹ 1,420",4.0,25% off,Chennai
Hotel Bagyam Inn,"Parry's Corner, Chennai","₹ 1,013",2.5,16% off,Chennai
Woodlands Inn,"Triplicane, Chennai","₹ 2,735",4.0,20% off,Chennai
Sky Residency,"Tambaram Sanatorium, Chennai","₹ 1,700",2.5,24% off,Chennai
Park Inn Beach Resort,"Chinnadi Kuppam, Chennai","₹ 2,598",2.5,35% off,Chennai
Nortels Square Hotel Apartments,"Sholinganallur, Chennai","₹ 1,905",2.5,24% off,Chennai
Hotel Shriram,"Periamet, Chennai",₹ 490,2.5,22% off,Chennai
Maruthi Residency,"Tambaram, Chennai","₹ 1,628",2.5,19% off,Chennai
V. R. Home,"Mylapore, Chennai","₹ 2,354",2.5,22% off,Chennai
V. R. Home (SMR),"Alwarpet, Chennai","₹ 1,741",2.5,13% off,Chennai
Fanar Residency,"Periamet, Chennai","₹ 1,805",4.1,22% off,Chennai
Zama Lodge,"Anna Salai, Chennai",₹ 612,2.5,13% off,Chennai
Just Guest House,"Airport Zone, Chennai","₹ 1,866",4.1,22% off,Chennai
Hotel Shri Valli Residency,"Kilpauk, Chennai","₹ 1,717",2.5,46% off,Chennai
Kings Cross Residency,"Adyar, Chennai","₹ 2,332",2.5,33% off,Chennai
"Taj Fisherman's Cove Resort & Spa, Chennai","East Coast Road, Chennai","₹ 22,525",2.5,33% off,Chennai
The City Manor,"Thiruvanmiyur, Chennai","₹ 1,549",2.5,21% off,Chennai
Sea Shell Residency  (Opp US Consulate).,"Thousand Lights, Chennai","₹ 2,375",2.5,21% off,Chennai
"Samudra Residency,Behind Chennai central railway station","Central Railway Station, Chennai",₹ 939,2.5,28% off,Chennai
Hotel Sai Krish Grand,"Airport Zone, Chennai","₹ 2,374",2.5,21% off,Chennai
Hotel Greens Gate,"Periamet, Chennai","₹ 1,569",2.5,22% off,Chennai
S4 Residency,"Thiruvanmiyur, Chennai","₹ 1,394",2.5,25% off,Chennai
Hotel Ashok Residency,"Porur, Chennai","₹ 1,865",2.5,60% off,Chennai
Hotel SRR Grand,"Vandalur, Chennai","₹ 2,762",2.5,27% off,Chennai
White Park,"Periamet, Chennai","₹ 1,590",2.5,16% off,Chennai
Mahalaya Residency,"Pallavaram, Chennai","₹ 2,674",2.5,21% off,Chennai
Hotel Goutham Manor,"Nungambakkam, Chennai","₹ 2,572",2.5,18% off,Chennai
Ponnis Grand Inn,"Poonamallee High Road, Chennai","₹ 3,691",4.0,20% off,Chennai
Saibala Grand,"Airport Zone, Chennai","₹ 2,590",2.5,22% off,Chennai
Mount Residency,"Mount Road, Chennai","₹ 1,256",2.5,22% off,Chennai
Decastle Inn,"Porur, Chennai","₹ 2,456",4.1,18% off,Chennai
Hotel Half Moon,"Kottivakkam, Chennai","₹ 2,123",2.5,15% off,Chennai
Buhari Royale Boutique Hotel,"Chrompet, Chennai","₹ 2,166",2.5,20% off,Chennai
Hotel Rivera,"Egmore, Chennai","₹ 2,105",2.5,27% off,Chennai
Baywatch,"Neelankarai, Chennai","₹ 5,504",2.5,21% off,Chennai
Thaj Regency,"Triplicane, Chennai",₹ 677,2.5,15% off,Chennai
Hotel Ashoka,"Egmore, Chennai","₹ 2,055",4.0,13% off,Chennai
Hotel Chennai Gate,"Opp Egmore Railway Station, Chennai","₹ 2,129",2.5,29% off,Chennai
Remisha Service Apartments,"Valasarvanakkam, Chennai","₹ 3,306",4.0,17% off,Chennai
PJP Park Inn Hotel,"Koyambedu, Chennai","₹ 5,097",2.5,13% off,Chennai
Hotel City Tower,"Central Railway Station, Chennai","₹ 2,192",2.5,37% off,Chennai
Hotel Grand Palace,"Chrompet, Chennai","₹ 2,900",2.5,52% off,Chennai
Hotel Shelter,"Mylapore, Chennai","₹ 3,760",2.5,32% off,Chennai
Hotel Nachiappa Park,"Next To T Nagar Shopping Area, Chennai","₹ 2,359",2.5,26% off,Chennai
Crystal Park (Opp US Consulate),"Thousand Lights, Chennai","₹ 2,231",4.2,20% off,Chennai
Krishna Park,"Egmore, Chennai","₹ 1,532",2.5,23% off,Chennai
The Vijay Park,"Arumbakkam, Chennai","₹ 3,641",2.5,21% off,Chennai
The Vijay Park - Madhavaram,"Kolathur, Chennai","₹ 3,001",2.5,17% off,Chennai
Hotel Suriya International (Pondy Bazaar),"T. Nagar, Chennai","₹ 1,666",2.5,31% off,Chennai
Orchid Inn Hotel Royapettah,"Royapettah, Chennai","₹ 1,099",2.5,22% off,Chennai
The Only Place ( Perungudi ),"Perungudi, Chennai","₹ 4,341",2.5,21% off,Chennai
Sea Queen Residency,"Near Us Consulate, Chennai","₹ 1,910",4.1,20% off,Chennai
Hotel Sarada Nivas,"Mylapore, Chennai","₹ 1,569",2.5,22% off,Chennai
VCARE Accommodation (Kandanchavadi Property),"Kandanchavadi, Chennai","₹ 1,923",2.5,13% off,Chennai
Swarnam Residency,"Ekkaduthangal, Chennai","₹ 1,589",2.5,22% off,Chennai
Standby Resorts,"T. Nagar, Chennai","₹ 3,058",2.5,18% off,Chennai
Orchid Serenity Hotel Apartment,"Pallikaranai, Chennai","₹ 5,873",2.5,13% off,Chennai
Nortels Heights Hotel Apartments Kandanchavadi OMR,"Kandanchavadi, Chennai","₹ 2,035",4.0,27% off,Chennai
Moon Palace,"Central Railway Station, Chennai","₹ 1,502",2.5,17% off,Chennai
Hotel Sri Sai Residency,"Medavakkam, Chennai","₹ 2,117",2.5,27% off,Chennai
Hotel KEK Grand Park,"Pallavaram, Chennai","₹ 1,714",2.5,20% off,Chennai
Harini Lodge,"Egmore, Chennai","₹ 2,884",2.5,13% off,Chennai
Hotel Tejas,"T. Nagar, Chennai","₹ 2,918",2.5,17% off,Chennai
Hotel Bharath,"Periamet, Chennai",₹ 696,2.5,23% off,Chennai
GMT Grand Park,"Koyambedu, Chennai",₹ 796,2.5,16% off,Chennai
Krishna International,"T. Nagar, Chennai","₹ 2,197",2.5,22% off,Chennai
SKB Hotel Grand Days,"Periamet, Chennai","₹ 1,455",4.3,27% off,Chennai
PP Residency,"Padur, Chennai","₹ 1,818",4.0,24% off,Chennai
Pasha Manzil,"Cathedral Road, Chennai","₹ 5,236",2.5,13% off,Chennai
Grace Guest House,"Chinmaya Nagar, Chennai","₹ 1,793",2.5,13% off,Chennai
Deepalaxmi Apartment,"Nandanam, Chennai","₹ 3,842",2.5,15% off,Chennai
Afiya Residency,"Periamet, Chennai",₹ 577,2.5,18% off,Chennai
Green Grande Inn,"Vadapalani, Chennai","₹ 1,622",2.5,29% off,Chennai
Charminar Residency,"Triplicane, Annasalai, Chennai",₹ 628,2.5,22% off,Chennai
ADITI HOME STAY,"Mogappair, Chennai","₹ 2,358",4.3,16% off,Chennai
Hotel Udayam Towers,"Porur, Chennai","₹ 2,115",2.5,45% off,Chennai
Convastay Gajel - Near Apollo Main Hospital Greams Road,"Thousand Lights, Chennai","₹ 2,447",2.5,13% off,Chennai
