Hotel Name,Location,Price,Rating,Discount Percentage,City,Price_Category,Price_Band
Hotel Airport Plaza,"Hansol, Ahmedabad",2202,2.5,40,Ahmedabad,Mid-range,2K-5K
FabHotel Skyland,Ahmedabad,4610,2.5,13,Ahmedabad,Mid-range,2K-5K
Treebo Premium Bizz,"Sindhubhavan Road, Ahmedabad",2819,2.5,65,Ahmedabad,Mid-range,2K-5K
Hotel Savera,"Ring Road, Ahmedabad",815,2.5,51,Ahmedabad,Budget,0-2K
"Ginger Ahmedabad, RTO circle","Rto Cir, Ahmedabad",3692,4.2,14,Ahmedabad,Mid-range,2K-5K
Super Hotel O Naroda GIDC Formerly Yuvraj,Ahmedabad,1059,2.5,13,Ahmedabad,Budget,0-2K
Clubhouse by CheckIn Nami Residency - Sabarmati Riverfront Ahmedabad,"Ashram Road, Ahmedabad",11854,4,16,Ahmedabad,Luxury,10K+
Treebo Kbc,"Thaltej, Ahmedabad",3597,2.5,64,Ahmedabad,Mid-range,2K-5K
Hotel Insta Stay Inn,Ahmedabad,2622,2.5,13,Ahmedabad,Mid-range,2K-5K
Ginger Ahmedabad Changodar,"Changodhar, Ahmedabad",3112,2.5,16,Ahmedabad,Mid-range,2K-5K
Super Hotel O Nana Chiloda Near Airport Formerly Green Valley,Ahmedabad,1304,2.5,16,Ahmedabad,Budget,0-2K
Super Collection O Ahmedabad Airport Formerly Hotel Runway Inn,Ahmedabad,1727,2.5,19,Ahmedabad,Budget,0-2K
Hotel White House,Ahmedabad,2404,2.5,17,Ahmedabad,Mid-range,2K-5K
"Clarks Safari Kheda , Ahmedabad","Vasna, Ahmedabad",9442,2.5,14,Ahmedabad,Luxury,5K-10K
Hotel Crown,"Navrangpura, Ahmedabad",1930,2.5,58,Ahmedabad,Budget,0-2K
Palette by CheckIn River Front Railway Station Formerly Host Inn,"Ahmedabad Railway Station, Ahmedabad",3024,2.5,14,Ahmedabad,Mid-range,2K-5K
Townhouse Prahladnagar,"Jivraj Park, Ahmedabad",1612,2.5,16,Ahmedabad,Budget,0-2K
The Fern Residency Ellisbridge,"Ellis Bridge, Ahmedabad",4782,2.5,42,Ahmedabad,Mid-range,2K-5K
Hotel Insta Stay Inn,Ahmedabad,3496,2.5,13,Ahmedabad,Mid-range,2K-5K
Taj Gandhinagar Resort and Spa,Gandhinagar,7650,2.5,13,Ahmedabad,Luxury,5K-10K
2) Hotel Empyrean,Gandhinagar,2706,2.5,22,Ahmedabad,Mid-range,2K-5K
6) CRAYON HOTELS,Gandhinagar,3615,2.5,13,Ahmedabad,Mid-range,2K-5K
5) Hotel Royal Empire,Gandhinagar,1959,2.5,21,Ahmedabad,Budget,0-2K
32) Hotel Malbourne,Gandhinagar,4305,2.5,30,Ahmedabad,Mid-range,2K-5K
17) Hotel Green City,Gandhinagar,1762,2.5,21,Ahmedabad,Budget,0-2K
The Leela Gandhinagar,"Above Railway Station, Gandhinagar",14500,2.5,21,Ahmedabad,Luxury,10K+
hotel skyro inn,Gandhinagar,2909,2.5,22,Ahmedabad,Mid-range,2K-5K
BLUEIVY,Anand,4928,4.7,36,Ahmedabad,Mid-range,2K-5K
Treebo Executive Suites,Gandhinagar,1574,2.5,65,Ahmedabad,Budget,0-2K
Isher International Hotel,"Airport - Gandhinagar Road, Gandhinagar",1176,2.5,22,Ahmedabad,Budget,0-2K
Hotel SR Regency,Anand,1726,4.5,22,Ahmedabad,Budget,0-2K
Super Collection O Kudasan Gandhinagar Formerly Hotel Royal Mansion,Gandhinagar,1320,2.5,19,Ahmedabad,Budget,0-2K
Hotel Shugun,"Nr Shalimar Cinema, Gandhinagar",2900,2.5,19,Ahmedabad,Mid-range,2K-5K
Hotel Ghunghat Inn,"Gh5 Circle, Gandhinagar",721,4,13,Ahmedabad,Budget,0-2K
Natraj Resort Gandhinagar,"Delvad, Gandhinagar",3065,4.4,12,Ahmedabad,Mid-range,2K-5K
Siara Styles Amba Suites,"Amba Business Park, Gandhinagar",2365,4.7,44,Ahmedabad,Mid-range,2K-5K
Hotel Planet,"Kalol, Gandhinagar",954,4.4,21,Ahmedabad,Budget,0-2K
Hotel President Inn by Sky Stays,"Sector 11, Gandhinagar",1975,2.5,34,Ahmedabad,Budget,0-2K
Skylon Hotel,"Sec 26, Gandhinagar",2358,4.6,21,Ahmedabad,Mid-range,2K-5K
FabHotel Siddharth Corporate,Gandhinagar,4476,2.5,13,Ahmedabad,Mid-range,2K-5K
Hotel Hillton,Gandhinagar,1503,2.5,21,Ahmedabad,Budget,0-2K
Hotel City Inn,"Kudasan, Gandhinagar",2947,4.2,27,Ahmedabad,Mid-range,2K-5K
"Gift City Club, A Member of Radisson Individuals","Gujarat International Finance Tec-city, Gandhinagar",99999,2.5,27,Ahmedabad,Luxury,10K+
Super Townhouse Anand Formerly Hotel The Maison,Anand,1538,2.5,13,Ahmedabad,Budget,0-2K
Hotel Rest & Ride,Anand,1242,2.5,17,Ahmedabad,Budget,0-2K
HOTEL ANAND CORNER,"Anand, Anand",1535,4.5,23,Ahmedabad,Budget,0-2K
7 Wonders Hotel,Gandhinagar,2259,2.5,25,Ahmedabad,Mid-range,2K-5K
Hotel Vivan,"Kudasan, Gandhinagar",1556,2.5,22,Ahmedabad,Budget,0-2K
Hotel Mountain View,Anand,1413,2.5,22,Ahmedabad,Budget,0-2K
HOTEL POINT VIEW,"Infocity, Gandhinagar",1438,2.5,20,Ahmedabad,Budget,0-2K
Hotel Rest And Leaf,Anand,4806,4.4,13,Ahmedabad,Mid-range,2K-5K
Hotel Decent,Anand,2304,2.5,23,Ahmedabad,Mid-range,2K-5K
Hotel Sach Regency,"Amul Dairy Road, Anand",2354,4.1,22,Ahmedabad,Mid-range,2K-5K
Hummingbird Hotel & Banquet,"Vallabh Vidyanagar, Anand",3300,4.2,40,Ahmedabad,Mid-range,2K-5K
Palette by CheckIn Anand Formerly Hotel La Casa Inn,Anand,3472,2.5,19,Ahmedabad,Mid-range,2K-5K
Hotel Bellevue,"Kudasan, Gandhinagar",3994,2.5,17,Ahmedabad,Mid-range,2K-5K
Hotel Vrundavan,"Sector 25, Gandhinagar",1613,2.5,23,Ahmedabad,Budget,0-2K
Hotel Dream Residency,Anand,1250,2.5,17,Ahmedabad,Budget,0-2K
Malhaar Resort Dehgam,"Vatva, Gandhinagar",9498,4.3,24,Ahmedabad,Luxury,5K-10K
Zip by Spree Hotels Phoenix,Bangalore,2858,2.5,30,Bangalore,Mid-range,2K-5K
Melange Astris,"Richmond Road, Bangalore",4348,4.2,21,Bangalore,Mid-range,2K-5K
UPAR Hotels Indiranagar,"Indira Nagar, Bangalore",1913,2.5,50,Bangalore,Budget,0-2K
Vividus Hotel,"Gandhi Nagar, Bangalore",5068,4.1,44,Bangalore,Luxury,5K-10K
Icon Regency,"Whitefield, Bangalore",1843,2.5,47,Bangalore,Budget,0-2K
The Chancery Pavilion,"Residency Road, Bangalore",10000,2.5,47,Bangalore,Luxury,5K-10K
Regenta Inn Grand - ORR Mahadevapura,"Mahadevapura Post, Bangalore",5505,4.6,21,Bangalore,Luxury,5K-10K
West Fort Hotel,"Rajaji Nagar, Bangalore",2799,4.1,26,Bangalore,Mid-range,2K-5K
La Sara Comforts,"Marathahalli, Bangalore",1939,4.3,45,Bangalore,Budget,0-2K
The Liverpool Blue Hotels,"Marathahalli, Bangalore",4141,4.5,54,Bangalore,Mid-range,2K-5K
"Royale Sapphire Suites Whitefield Main Rd, KR Puram","Whitefield, Bangalore",1794,4.5,39,Bangalore,Budget,0-2K
GRAND KALINGA HOTEL,"Gandhi Nagar, Bangalore",2182,4.1,27,Bangalore,Mid-range,2K-5K
Spree Resort At Century Wintersun,"Doddaballapur Main Road, Bangalore",4073,4.6,47,Bangalore,Mid-range,2K-5K
Air Avenue Hotel - Airport,"Bengaluru International Airport Road, Bangalore",1396,4.7,22,Bangalore,Budget,0-2K
Satya Anantham Eco Retreat By Mystic Hotels,"Nandi Hills, Bangalore",3131,2.5,52,Bangalore,Mid-range,2K-5K
Super Townhouse HAL Indiranagar Extension,"Marathahalli Bangalore, Bangalore",1438,2.5,18,Bangalore,Budget,0-2K
Kensington Suites,"Marathahalli, Bangalore",1537,4.2,23,Bangalore,Budget,0-2K
Dream Hotel - Richmond,"Richmond Town, Bangalore",1678,4.5,35,Bangalore,Budget,0-2K
Hotel The Shack,"Ramamurthy Nagar, Bangalore",1319,4,47,Bangalore,Budget,0-2K
Zion - A Luxurious Hotel,"Gandhi Nagar, Bangalore",3004,4.6,23,Bangalore,Mid-range,2K-5K
Purple Cloud Hotel,"Bengaluru International Airport Road, Bangalore",2719,4.3,27,Bangalore,Mid-range,2K-5K
Olive Hotel Magrath by Embassy Group,"Magrath Road, Bangalore",5571,4.3,21,Bangalore,Luxury,5K-10K
Hotel Swagath,"Majestic, Bangalore",2012,4.2,28,Bangalore,Mid-range,2K-5K
Nahar Heritage Hotel,"St Marks Road, Bangalore",2197,2.5,37,Bangalore,Mid-range,2K-5K
Essotto Business Hotel,"Whitefield, Bangalore",1252,2.5,68,Bangalore,Budget,0-2K
The President Hotel,"Kumara Krupa Road, Bangalore",4271,2.5,22,Bangalore,Mid-range,2K-5K
Comfy Business Hotel,"Koramangala, Bangalore",2447,4.5,30,Bangalore,Mid-range,2K-5K
Olive Hotel Mg Road Dunsvirk Inn by Embassy Group,"M G Road, Bangalore",5865,2.5,18,Bangalore,Luxury,5K-10K
The Elite Royale,"Hsr Layout, Bangalore",1723,2.5,66,Bangalore,Budget,0-2K
Soul Nest - Pyramid Valley International Bengaluru,"Kanakapura Road, Bangalore",6663,2.5,17,Bangalore,Luxury,5K-10K
The Byke Signature,"Whitefield, Bangalore",1796,4.7,40,Bangalore,Budget,0-2K
Hotel ABM International,"Bapuji Nagar, Bangalore",1351,4,34,Bangalore,Budget,0-2K
VBR Grand Inn Hotel,"Gandhi Nagar, Bangalore",2802,2.5,40,Bangalore,Mid-range,2K-5K
Royal Blue Meridian Inn,"Kirloskar Layout, Bangalore",1843,4.5,47,Bangalore,Budget,0-2K
The Royal Comfort,"Jayanagar, Bangalore",4393,4.1,13,Bangalore,Mid-range,2K-5K
Parkwood Suites Kundanahalli,"Marathahalli, Bangalore",2624,2.5,41,Bangalore,Mid-range,2K-5K
Hotel Fly Inn,"Airport Road, Bangalore",1838,2.5,26,Bangalore,Budget,0-2K
ZIPP Lite Frazer Town,"Frazer Town, Bangalore",1547,2.5,26,Bangalore,Budget,0-2K
Zip By Spree Hotels Brookefield,"Marathahalli, Bangalore",54732,2.5,19,Bangalore,Luxury,10K+
R D Hotels HSR,"Kannamangala, Bangalore",2899,2.5,28,Bangalore,Mid-range,2K-5K
Starlit Suites Smondo,"Electronic City, Bangalore",4039,4,35,Bangalore,Mid-range,2K-5K
Zip by Spree Hotels Purple Orchid,"Whitefield, Bangalore",2053,4.6,30,Bangalore,Mid-range,2K-5K
Crimson Lotus,"Hebbal, Bangalore",1883,4.2,25,Bangalore,Budget,0-2K
Visthara Hotel,"Hebbal, Bangalore",4391,4.4,24,Bangalore,Mid-range,2K-5K
Liverpool Hotel,"Outer Ring Road, Bangalore",5255,4.5,54,Bangalore,Luxury,5K-10K
"Bangalore Times by Alaya Stays, Whitefield","Brookefield, Bangalore",2516,4.6,52,Bangalore,Mid-range,2K-5K
L G Residency,"Hoskote, Bangalore",1139,4.1,24,Bangalore,Budget,0-2K
Bisque Magaji Orchid,"Seshadripuram, Bangalore",2050,4,41,Bangalore,Mid-range,2K-5K
Vista Suites,"Yeshwanthpur, Bangalore",3991,4.1,38,Bangalore,Mid-range,2K-5K
JP Cordial,"Majestic, Bangalore",2081,2.5,41,Bangalore,Mid-range,2K-5K
Le Foliage by TGI,"Jaya Nagar, Bangalore",3224,4.3,21,Bangalore,Mid-range,2K-5K
La Bendicion,"Hebbal, Bangalore",1511,2.5,44,Bangalore,Budget,0-2K
Royal Ace Boutique Hotel - Manyata Techpark,"Manyata Tech Park, Bangalore",2289,2.5,43,Bangalore,Mid-range,2K-5K
Sasthi Suites,"Yeshwanthpur, Bangalore",1181,4.5,34,Bangalore,Budget,0-2K
Sanctum Suites Richmond Road Bangalore,"Richmond Road, Bangalore",2421,2.5,15,Bangalore,Mid-range,2K-5K
Arafa Inn,"Gandhi Nagar, Bangalore",1934,4.1,46,Bangalore,Budget,0-2K
Hotel Monarch International - Bannerghatta,"Bannerghatta, Bangalore",1743,4,34,Bangalore,Budget,0-2K
Hotel Vijaya Lakshmi Residency,"Yeshwanthpur, Bangalore",1581,4.5,21,Bangalore,Budget,0-2K
Habba Dates Villa,"Hennur, Bangalore",3187,2.5,34,Bangalore,Mid-range,2K-5K
The Green Path Eco Hotel,"New Bel Road, Bangalore",2244,4.5,32,Bangalore,Mid-range,2K-5K
THE LOFTS @ CENTRAL POINT,"Manyata Tech Park, Bangalore",2757,2.5,45,Bangalore,Mid-range,2K-5K
Hotel Habitat Comforts,"Yeshwanthpur, Bangalore",812,4.3,46,Bangalore,Budget,0-2K
Grand Continent Bangalore International Airport,"Devanahalli, Bangalore",2988,2.5,37,Bangalore,Mid-range,2K-5K
Thyme - The Transit,"Indira Nagar, Bangalore",2460,4.1,40,Bangalore,Mid-range,2K-5K
Attide Biz,"Hebbal, Bangalore",2823,2.5,22,Bangalore,Mid-range,2K-5K
Hotel Royal Blooms,"Whitefield, Bangalore",1612,4.5,30,Bangalore,Budget,0-2K
The Signature Inn,"Majestic, Bangalore",861,2.5,41,Bangalore,Budget,0-2K
Hotel Gwen By Rivido,"Bannerghatta Road, Bangalore",2478,4.5,29,Bangalore,Mid-range,2K-5K
Olive Zip Rest House Road by Embassy Group,"Brigade Road, Bangalore",3687,4,20,Bangalore,Mid-range,2K-5K
Olive Zip Kalyan Nagar by Embassy Group,"Kalyan Nagar, Bangalore",1528,4.6,20,Bangalore,Budget,0-2K
Arama Suites,"J P Nagar, Bangalore",1648,4.1,22,Bangalore,Budget,0-2K
Royal Lotus View Resotel,"Bengaluru International Airport Road, Bangalore",3323,4.3,21,Bangalore,Mid-range,2K-5K
Hotel Avora Tree,"Devanahalli, Bangalore",2587,4.3,26,Bangalore,Mid-range,2K-5K
"The Altruist Business Hotel, Whitefield","Whitefield, Bangalore",2897,4.3,47,Bangalore,Mid-range,2K-5K
"MJ Avyanna Resort & Convention Centre, Bengaluru","Electronic City, Bangalore",3538,4.5,29,Bangalore,Mid-range,2K-5K
Comfort Inn Insys,"Yeshwanthpur, Bangalore",6540,4.2,42,Bangalore,Luxury,5K-10K
Silicon City Hotel,"Electronic City, Bangalore",2666,2.5,19,Bangalore,Mid-range,2K-5K
Hotel Golden Amulya Rest Wings,"Bengaluru International Airport Road, Bangalore",3119,4.1,34,Bangalore,Mid-range,2K-5K
Melange - Opp UB City,"Ub City, Bangalore",5343,4.3,18,Bangalore,Luxury,5K-10K
Hotel Euphoria,"Bannerghatta Road, Bangalore",1841,2.5,39,Bangalore,Budget,0-2K
Astra Hotels & Suites - Koramangala,"Koramangala, Bangalore",1838,2.5,62,Bangalore,Budget,0-2K
Highgates Hotel,"Church Road, Bangalore",4529,4.1,25,Bangalore,Mid-range,2K-5K
De Venetian by TGI,"Brookefield, Bangalore",2796,4.4,31,Bangalore,Mid-range,2K-5K
iNest Suites,"Madiwala, Bangalore",841,2.5,38,Bangalore,Budget,0-2K
Noor Empire International,"Koramangala, Bangalore",2046,4.2,49,Bangalore,Mid-range,2K-5K
Lazdana Hotel Bangalore,"Kodihalli, Bangalore",9577,2.5,49,Bangalore,Luxury,5K-10K
Hotel Ramanashree Richmond Circle,"Sampangi Ram Nagar, Bangalore",3700,4.1,33,Bangalore,Mid-range,2K-5K
SS Lumina Hotel,"Koramangala, Bangalore",3686,4.4,26,Bangalore,Mid-range,2K-5K
Shivas Gateway,"Bengaluru International Airport Road, Bangalore",4445,4,18,Bangalore,Mid-range,2K-5K
Chairmans Resort,"Hebbal, Bangalore",2442,4,46,Bangalore,Mid-range,2K-5K
Ramee Strand Inn,"Electronic City, Bangalore",1534,2.5,33,Bangalore,Budget,0-2K
Quality Inn Rockwell Grand,"Bengaluru International Airport Road, Bangalore",3859,2.5,36,Bangalore,Mid-range,2K-5K
Nalapad's Hotel Bangalore International,"High Grounds, Bangalore",6500,2.5,36,Bangalore,Luxury,5K-10K
Felix Inn - Manyata Tech Park,"Thanisandra, Bangalore",1691,4.7,40,Bangalore,Budget,0-2K
Tetrad Hotel-International Airport Road Hebbal,"Hebbal, Bangalore",2150,2.5,28,Bangalore,Mid-range,2K-5K
Hotel Dasya (Formerly Nice Stay The Business Hotel),"Hebbal, Bangalore",2537,4.6,36,Bangalore,Mid-range,2K-5K
Nisarga Inn Grand,"Krishnarajapuram, Bangalore",1123,4.2,13,Bangalore,Budget,0-2K
Rainbow Business Hotel,"Residency Road, Bangalore",1784,4,22,Bangalore,Budget,0-2K
Olive Zip Richmond Circle by Embassy Group,"Richmond Town, Bangalore",2125,4,39,Bangalore,Mid-range,2K-5K
Abhimaani Vasathi,"Rajaji Nagar, Bangalore",1792,4,49,Bangalore,Budget,0-2K
Aaccord Suites Inn,"B T M Layout, Bangalore",2178,4.1,22,Bangalore,Mid-range,2K-5K
D Breeze Suites,"Bengaluru International Airport Road, Bangalore",1511,4.2,73,Bangalore,Budget,0-2K
Olive Hotel Indiranagar by Embassy Group,"Indira Nagar, Bangalore",4658,2.5,20,Bangalore,Mid-range,2K-5K
Hotel Empire International (Central Street),"Shivaji Nagar, Bangalore",2117,4.4,22,Bangalore,Mid-range,2K-5K
SRS Elegance,"Koramangala, Bangalore",1470,2.5,40,Bangalore,Budget,0-2K
Hotel Sabharwal Viceroy,"Kalasipalyam, Bangalore",1177,2.5,22,Bangalore,Budget,0-2K
The Monarch Brigade,"Brigade Road, Bangalore",3673,4,37,Bangalore,Mid-range,2K-5K
Silicon Hearth,"Indira Nagar, Bangalore",1650,2.5,42,Bangalore,Budget,0-2K
The Park Bangalore,"Ulsoor, Bangalore",13113,4.2,36,Bangalore,Luxury,10K+
Attide Hotel,"Yelahanka, Bangalore",4926,4.1,18,Bangalore,Mid-range,2K-5K
"Fortune Select JP Cosmos, Bengaluru -  Member ITC Hotels' Group","Cunningham Road, Bangalore",10999,2.5,18,Bangalore,Luxury,10K+
Sai Vishram Business Hotel,"Bommasandra Industrial Area, Bangalore",5170,4.4,18,Bangalore,Luxury,5K-10K
GreenPark Bengaluru,"J P Nagar, Bangalore",9196,4.8,16,Bangalore,Luxury,5K-10K
The Monarch Luxur,"Infantry Road, Bangalore",4483,4.1,29,Bangalore,Mid-range,2K-5K
"Taj Yeshwantpur, Bengaluru","Yeshwanthpur, Bangalore",16915,2.5,29,Bangalore,Luxury,10K+
"Hotel Royal Orchid, Bangalore","Old Airport Road, Bangalore",14678,4.2,23,Bangalore,Luxury,10K+
37th Crescent Hotel Bangalore,"High Grounds, Bangalore",4357,4.2,51,Bangalore,Mid-range,2K-5K
Taj Bangalore,"Devanahalli, Bangalore",29155,2.5,51,Bangalore,Luxury,10K+
Hotel Leroy Grand,"Yeshwanthpur, Bangalore",6761,4.6,15,Bangalore,Luxury,5K-10K
Pai Comforts JP Nagar,"J P Nagar, Bangalore",2171,4.1,25,Bangalore,Mid-range,2K-5K
SM Royal Suites Hotel Near Kempegowda International Airport Bangalore,"Bengaluru International Airport Road, Bangalore",1398,4.5,36,Bangalore,Budget,0-2K
Bloomrooms @ City Centre,"Vasanth Nagar, Bangalore",4823,4.7,22,Bangalore,Mid-range,2K-5K
IV Sanctum Hotel,"Gandhi Nagar, Bangalore",2254,4.2,32,Bangalore,Mid-range,2K-5K
"ITC Windsor Bengaluru, A Luxury Collection Hotel","Vasanth Nagar, Bangalore",30750,2.5,32,Bangalore,Luxury,10K+
X by Bloom - Hebbal,"Hbr Layout, Bangalore",2177,4.5,22,Bangalore,Mid-range,2K-5K
Our Native Village Eco Resort,"Hessarghatta, Bangalore",6900,2.5,30,Bangalore,Luxury,5K-10K
Vivanta Bengaluru Residency Road,"Residency Road, Bangalore",30600,2.5,30,Bangalore,Luxury,10K+
Srinidhi Residency,"Old Airport Road, Bangalore",1062,2.5,59,Bangalore,Budget,0-2K
Veekay Regency,"Yeshwanthpur, Bangalore",587,4.1,51,Bangalore,Budget,0-2K
The Windflower Prakruthi,"Devanahalli, Bangalore",6231,4,16,Bangalore,Luxury,5K-10K
Pai Viceroy Jayanagar,"Jayanagar, Bangalore",4200,2.5,16,Bangalore,Mid-range,2K-5K
Citrus Classic Bengaluru,"Bellandur, Bangalore",13934,4.3,20,Bangalore,Luxury,10K+
HHI Select Bengaluru,"J P Nagar, Bangalore",1867,2.5,38,Bangalore,Budget,0-2K
Taj West End Bengaluru,"Race Course Road, Bangalore",32300,2.5,38,Bangalore,Luxury,10K+
Seasons Suites,"Koramangala, Bangalore",2113,4,24,Bangalore,Mid-range,2K-5K
Ramee Guestline Hotel,"Attibele, Bangalore",6605,4.3,34,Bangalore,Luxury,5K-10K
The Park Slope Hotel,"Jayanagar, Bangalore",2723,2.5,23,Bangalore,Mid-range,2K-5K
Signature Club Resort,"Devanahalli, Bangalore",27750,4.3,38,Bangalore,Luxury,10K+
Vajra Heritage,"Rajaji Nagar, Bangalore",1277,4.1,42,Bangalore,Budget,0-2K
TGI Felicity,"J P Nagar, Bangalore",2777,4.5,32,Bangalore,Mid-range,2K-5K
Guhantara,"Kanakapura Road, Bangalore",3893,2.5,29,Bangalore,Mid-range,2K-5K
Zenith Hotels Hebbal Bangalore,"Amruthahalli, Bangalore",6159,4.5,23,Bangalore,Luxury,5K-10K
Hotel Royal Inn,"Electronic City, Bangalore",1553,4.5,29,Bangalore,Budget,0-2K
RG Royal & Convention Centre,"Yeshwanthpur, Bangalore",5581,4.3,34,Bangalore,Luxury,5K-10K
Hotel Presidency-Electronic City,"Electronic City, Bangalore",2454,2.5,34,Bangalore,Mid-range,2K-5K
Hotel Royal Nandanaa,"Doddaballapur, Bangalore",4411,4.3,20,Bangalore,Mid-range,2K-5K
Bloom Hotel - Airport Road Bengaluru,"Airport Road, Bangalore",6451,4.7,21,Bangalore,Luxury,5K-10K
Shoba Tulip,"Hebbal, Bangalore",1366,2.5,30,Bangalore,Budget,0-2K
Rosewood International Hotel,"Mysore Road, Bangalore",2651,4.1,30,Bangalore,Mid-range,2K-5K
Trinity suites,"Ulsoor, Bangalore",3698,4.3,30,Bangalore,Mid-range,2K-5K
Hotel RK Gardenia,"Anekal, Bangalore",2329,4.2,33,Bangalore,Mid-range,2K-5K
Hotel Surya dev residency,"Gandhi Nagar, Bangalore",2982,4.4,22,Bangalore,Mid-range,2K-5K
"Fortune Park JP Celestial, Bengaluru - Member ITC Hotels' Group","Race Course Road, Bangalore",8501,2.5,22,Bangalore,Luxury,5K-10K
Fountain Tree By TGI,"J P Nagar, Bangalore",3553,4.2,21,Bangalore,Mid-range,2K-5K
Lilac Hotel 5th Block,"Jayanagar, Bangalore",4182,4.7,31,Bangalore,Mid-range,2K-5K
The Royale Senate Race Course,"Race Course Road, Bangalore",3965,4.2,21,Bangalore,Mid-range,2K-5K
The Rialto Hotel,"Anand Rao Circle, Bangalore",3124,4.2,22,Bangalore,Mid-range,2K-5K
Hotel Paramos Inn,"Jayanagar, Bangalore",2292,4.4,32,Bangalore,Mid-range,2K-5K
Hotel Jagadish International - Sankey Road,"Sankey Road, Bangalore",3048,4.1,20,Bangalore,Mid-range,2K-5K
Silicon Inn,"Bengaluru International Airport Road, Bangalore",2517,4.4,50,Bangalore,Mid-range,2K-5K
Shilhaandara Resort,"Ramanagara, Bangalore",6633,2.5,17,Bangalore,Luxury,5K-10K
"Grand Regency Rajajinagar, Iskcon Temple - World Trade Centre","Rajaji Nagar, Bangalore",3134,4.6,21,Bangalore,Mid-range,2K-5K
Ring View Hotels,"Hebbal, Bangalore",1217,4.3,49,Bangalore,Budget,0-2K
Cross Roads Inn,"J P Nagar, Bangalore",4160,4.2,31,Bangalore,Mid-range,2K-5K
The Nines Business Hotel,"Mathikere, Bangalore",2059,4,59,Bangalore,Mid-range,2K-5K
X by Bloom l Manyata,"Nagawara, Bangalore",2956,4.4,22,Bangalore,Mid-range,2K-5K
Springs Hotel,"Minerva Circle, Bangalore",3367,4.2,22,Bangalore,Mid-range,2K-5K
The Palladium,"Gandhi Nagar, Bangalore",3080,4,23,Bangalore,Mid-range,2K-5K
"Hotel Presidency, Kempegowda, Bangalore Airport","Bengaluru International Airport Road, Bangalore",2750,4.1,40,Bangalore,Mid-range,2K-5K
Mojatel By Icon,"Brookefield, Bangalore",2161,4.3,36,Bangalore,Mid-range,2K-5K
Royal Ace Boutique Hotel,"Yelahanka, Bangalore",3951,4.7,32,Bangalore,Mid-range,2K-5K
Hotel The Blackstone,"Koramangala, Bangalore",2810,4.4,38,Bangalore,Mid-range,2K-5K
Lilac Hotel,"Jayanagar, Bangalore",4954,4.5,13,Bangalore,Mid-range,2K-5K
IVA By SKR A Petrichor Hotel,"Electronic City, Bangalore",2958,4.3,34,Bangalore,Mid-range,2K-5K
The Capitol,"Infantry Road, Bangalore",3769,4,31,Bangalore,Mid-range,2K-5K
Royal Orchid Resort & Convention Centre,"Bengaluru International Airport Road, Bangalore",11202,4.1,23,Bangalore,Luxury,10K+
Hotel Geo,"Richmond Road, Bangalore",2197,4,37,Bangalore,Mid-range,2K-5K
Ramada by Wyndham Bengaluru Yelahanka,"Yelahanka, Bangalore",6829,4.3,22,Bangalore,Luxury,5K-10K
Arna Hotel,"Bengaluru International Airport Road, Bangalore",1991,4.2,40,Bangalore,Budget,0-2K
Astra Hotel Whitefield,"Whitefield, Bangalore",1758,4.4,22,Bangalore,Budget,0-2K
KR inn,"Krishnarajapuram, Bangalore",2698,4,33,Bangalore,Mid-range,2K-5K
Shivas Galaxy,"Bengaluru International Airport Road, Bangalore",5608,4.1,28,Bangalore,Luxury,5K-10K
"Clarks Inn, Airport Bangalore","Airport Road, Bangalore",3426,4.4,31,Bangalore,Mid-range,2K-5K
Casa Cottage,"Richmond Road, Bangalore",4063,4.3,19,Bangalore,Mid-range,2K-5K
Angsana Oasis Spa & Resort,"Doddaballapur Main Road, Bangalore",10390,4.2,10,Bangalore,Luxury,10K+
ICON Suites By Bhagini,"Marathahalli, Bangalore",2004,2.5,47,Bangalore,Mid-range,2K-5K
Icon Business Hotel by Bhagini,"Kundanhalli, Bangalore",3254,4,39,Bangalore,Mid-range,2K-5K
Bangalore Gate Hotel & Conferences,"Chickpete, Bangalore",3422,4.3,21,Bangalore,Mid-range,2K-5K
La Sara Grand,"Koramangala, Bangalore",3604,4.1,32,Bangalore,Mid-range,2K-5K
Conrad,"Ulsoor, Bangalore",39500,2.5,32,Bangalore,Luxury,10K+
SFO HOTEL AND SUITES,"Jayanagar, Bangalore",3895,4.2,27,Bangalore,Mid-range,2K-5K
Treebo Elite 7,"Koramangala, Bangalore",1629,4.8,69,Bangalore,Budget,0-2K
"Treebo Premium Runway Suites, Marathahalli","Marathahalli, Bangalore",1429,4.2,69,Bangalore,Budget,0-2K
Vanusa Residency,"Gandhi Nagar, Bangalore",1908,4.8,38,Bangalore,Budget,0-2K
Hotel Paraag,"Raj Bhavan Road, Bangalore",2139,2.5,23,Bangalore,Mid-range,2K-5K
Eagleton (The Golf Resort),"Mysore Road, Bangalore",4497,4.1,37,Bangalore,Mid-range,2K-5K
Tristar Service Apartments,"Indira Nagar, Bangalore",3700,4.2,26,Bangalore,Mid-range,2K-5K
Compact Tea Square,"Bellandur, Bangalore",2433,4.1,32,Bangalore,Mid-range,2K-5K
Grand Bee Hotel,"Yeshwanthpur, Bangalore",4770,2.5,63,Bangalore,Mid-range,2K-5K
V One Hotel - Ambara Elite,"Yeshwanthpur, Bangalore",2516,4.2,61,Bangalore,Mid-range,2K-5K
